Date,Open,High,Low,Close,Adj Close,Volume
2011-06-09,19.573055,19.819735,19.563566,19.686907,13.390797,36282158
2011-06-10,19.573055,19.592030,19.013283,19.079697,12.977782,60554092
2011-06-13,19.051233,19.563566,19.051233,19.411764,13.203647,46834068
2011-06-14,19.497154,19.667933,19.478178,19.525618,13.281088,41329659
2011-06-15,19.354839,19.364326,19.003796,19.155598,13.029404,44770020
2011-06-16,19.136621,19.250475,19.070210,19.203035,13.061673,43589856
2011-06-17,19.326376,19.383303,19.022770,19.222012,13.074579,65001445
2011-06-20,19.060720,19.240988,19.060720,19.231499,13.081033,36582864
2011-06-21,19.297913,19.449715,19.193548,19.383303,13.184290,49574995
2011-06-22,19.307400,19.430740,19.184061,19.240988,13.087484,32152270
2011-06-23,19.848198,19.886148,19.440228,19.592030,13.326260,88243620
2011-06-24,19.497154,19.544592,19.051233,19.051233,12.958420,66654117
2011-06-27,19.070210,19.222012,19.022770,19.136621,13.016496,36172753
2011-06-28,19.127134,19.554079,19.089184,19.497154,13.261730,43239401
2011-06-29,19.582542,19.667933,19.421251,19.611006,13.339171,49189653
2011-06-30,19.620493,19.696396,19.497154,19.544592,13.293994,48851214
2011-07-01,19.449715,19.696396,19.430740,19.686907,13.390797,32414084
2011-07-05,19.620493,19.734344,19.592030,19.715370,13.410156,32902929
2011-07-06,19.715370,19.876659,19.677420,19.715370,13.410156,29727754
2011-07-07,19.582542,19.677420,19.136621,19.193548,13.055215,97863268
2011-07-08,19.098673,19.250475,19.079697,19.127134,13.010049,44122970
2011-07-11,18.975332,19.146111,18.908918,19.013283,12.932606,49530095
2011-07-12,18.984819,19.165085,18.946869,18.975332,12.906790,44951519
2011-07-13,19.060720,19.165085,18.880455,18.965843,12.900335,44410606
2011-07-14,18.956356,18.984819,18.785580,18.889942,12.848714,37135582
2011-07-15,18.804554,18.918406,18.652752,18.738140,12.745456,50284654
2011-07-18,18.567362,18.662239,18.500950,18.633776,12.674468,36651480
2011-07-19,18.643265,19.003796,18.614801,18.918406,12.868071,36521627
2011-07-20,18.899431,18.975332,18.757116,18.880455,12.842257,37286409
2011-07-21,18.984819,19.165085,18.956356,19.070210,12.971325,46844292
2011-07-22,19.060720,19.136621,18.946869,19.041746,12.951964,27217020
2011-07-25,18.861481,18.965843,18.795067,18.795067,12.784178,33176020
2011-07-26,18.833017,18.880455,18.567362,18.624289,12.668015,40813410
2011-07-27,18.529411,18.614801,18.273245,18.311195,12.455050,42527424
2011-07-28,18.263758,18.614801,18.263758,18.368120,12.493774,62017992
2011-07-29,18.225805,18.491461,18.074003,18.263758,12.422791,73232131
2011-08-01,18.444023,18.462997,17.789373,18.036053,12.267902,57838250
2011-08-02,17.979128,17.998102,17.210627,17.210627,11.706459,109434290
2011-08-03,17.096773,17.239088,16.840607,17.106262,11.765192,68569024
2011-08-04,16.869070,17.039848,16.451612,16.470589,11.327988,80391004
2011-08-05,16.603416,16.812143,16.157495,16.593927,11.412820,91111554
2011-08-08,16.233397,16.736242,15.806452,15.806452,10.871218,127628017
2011-08-09,16.148008,16.717268,15.777989,16.698292,11.484599,122761488
2011-08-10,16.755219,17.077799,16.129032,16.176472,11.125703,107214672
2011-08-11,16.318787,17.087288,16.176472,16.897533,11.621629,87320738
2011-08-12,17.001898,17.172676,16.850096,16.944971,11.654257,60513513
2011-08-15,17.248577,17.447819,17.077799,17.400379,11.967473,53775502
2011-08-16,17.314991,17.495256,17.144213,17.371918,11.947896,45084955
2011-08-17,17.476280,17.647058,17.409866,17.542694,12.065354,47358750
2011-08-18,17.191650,17.248577,16.641365,16.802656,11.556376,77886489
2011-08-19,16.603416,17.049335,16.603416,16.764706,11.530279,59438222
2011-08-22,17.058825,17.239088,16.717268,16.774195,11.536802,43110813
2011-08-23,16.963947,17.362429,16.764706,17.305504,11.902221,55309599
2011-08-24,17.305504,17.476280,17.191650,17.447819,12.000099,43926926
2011-08-25,17.267551,17.352942,16.944971,17.039848,11.719509,54207009
2011-08-26,16.916510,17.381405,16.612904,17.277040,11.882642,48578438
2011-08-29,17.798861,17.979128,17.656546,17.912712,12.319836,49397186
2011-08-30,17.827324,18.017078,17.590134,17.912712,12.319836,46515760
2011-08-31,18.007589,18.149904,17.808350,18.007589,12.385093,46743951
2011-09-01,17.941175,18.168880,17.893738,17.941175,12.339415,41855921
2011-09-02,17.666035,17.969639,17.485769,17.514231,12.045777,36949129
2011-09-06,17.296015,17.760912,17.172676,17.694496,12.169760,51370274
2011-09-07,18.017078,18.055029,17.846300,18.036053,12.404670,50899030
2011-09-08,17.912712,18.149904,17.779886,17.855787,12.280692,39405793
2011-09-09,17.628082,17.666035,17.201139,17.343454,11.928324,59936764
2011-09-12,16.954458,17.343454,16.944971,17.314991,11.908745,55402351
2011-09-13,17.343454,17.457306,17.191650,17.390892,11.960946,33751610
2011-09-14,17.239088,17.656546,17.087288,17.466793,12.013150,50831153
2011-09-15,17.542694,17.571157,17.314991,17.542694,12.065354,46744162
2011-09-16,17.647058,17.685009,17.220114,17.220114,11.843493,80837057
2011-09-19,17.020872,17.201139,16.907021,17.134726,11.784763,49123567
2011-09-20,17.229603,17.428843,17.049335,17.305504,11.902221,54898117
2011-09-21,17.163189,17.324478,16.897533,16.925997,11.641206,56566599
2011-09-22,16.669828,16.802656,16.413662,16.593927,11.412820,65817346
2011-09-23,16.518026,16.793169,16.461102,16.555977,11.386718,52643189
2011-09-26,16.508539,16.878557,16.423149,16.859583,11.595531,40941998
2011-09-27,17.087288,17.163189,16.755219,16.840607,11.582479,46890984
2011-09-28,16.850096,17.039848,16.641365,16.660341,11.458495,34680921
2011-09-29,16.878557,17.182163,16.774195,17.058825,11.732562,59446443
2011-09-30,16.850096,17.125237,16.755219,16.774195,11.536802,47745989
2011-10-03,16.783682,16.963947,16.413662,16.442125,11.308416,71437696
2011-10-04,16.328274,16.688805,16.176472,16.688805,11.478072,62512213
2011-10-05,16.641365,17.096773,16.499050,17.058825,11.732562,78504660
2011-10-06,17.087288,17.314991,16.973434,17.296015,11.895694,53418512
2011-10-07,17.419355,17.760912,17.352942,17.495256,12.032729,51991396
2011-10-10,17.770397,17.950665,17.760912,17.950665,12.345941,33288587
2011-10-11,17.836811,17.931688,17.675522,17.884251,12.300265,37339953
2011-10-12,17.922201,18.102467,17.836811,17.855787,12.280692,40613150
2011-10-13,17.760912,17.893738,17.628082,17.798861,12.241533,32216459
2011-10-14,18.026566,18.083490,17.884251,18.064516,12.424247,33340866
2011-10-17,17.969639,18.168880,17.685009,17.732449,12.195862,32103259
2011-10-18,17.656546,18.149904,17.599621,17.998102,12.378573,37947584
2011-10-19,17.998102,18.074003,17.751423,17.846300,12.274163,32436955
2011-10-20,17.817837,17.979128,17.571157,17.770397,12.221961,44288448
2011-10-21,17.931688,18.216318,17.931688,18.083490,12.437298,49238980
2011-10-24,17.988615,18.406073,17.969639,18.368120,12.633057,37826584
2011-10-25,18.244781,18.339659,17.855787,17.903227,12.313316,45835930
2011-10-26,18.064516,18.330172,17.922201,18.292219,12.580853,38707412
2011-10-27,18.624289,18.927895,18.519924,18.823528,12.946272,54234308
2011-10-28,18.851992,18.899431,18.576851,18.804554,12.933222,38388577
2011-10-31,18.576851,18.738140,18.273245,18.273245,12.567802,42690267
2011-11-01,18.168880,18.738140,17.998102,18.339659,12.613478,78703023
2011-11-02,18.614801,18.681213,18.406073,18.529411,12.743988,40007205
2011-11-03,18.681213,18.918406,18.576851,18.861481,12.972376,71927173
2011-11-04,18.738140,18.851992,18.529411,18.652752,12.828817,53618350
2011-11-07,18.586338,19.089184,18.548388,19.041746,13.096353,152124031
2011-11-08,18.975332,19.070210,18.757116,19.051233,13.234771,42270459
2011-11-09,18.576851,18.747627,18.282732,18.349146,12.747035,48256231
2011-11-10,18.472486,18.956356,18.472486,18.776091,13.043627,46477395
2011-11-11,18.908918,19.117647,18.889942,18.965843,13.175446,39780911
2011-11-14,18.614801,18.889942,18.576851,18.776091,13.043627,53173878
2011-11-15,18.766603,18.975332,18.709677,18.851992,13.096355,33528583
2011-11-16,18.643265,18.918406,18.529411,18.567362,12.898623,37305065
2011-11-17,18.567362,18.662239,18.273245,18.472486,12.832714,44102838
2011-11-18,18.500950,18.624289,18.415560,18.529411,12.872262,40872750
2011-11-21,18.216318,18.387096,17.960152,17.988615,12.496576,57132702
2011-11-22,17.969639,18.130930,17.846300,17.931688,12.457026,51931107
2011-11-23,17.817837,17.827324,17.504744,17.504744,12.160433,39022242
2011-11-25,17.438330,17.685009,17.220114,17.504744,12.160433,22128414
2011-11-28,17.846300,18.121443,17.808350,18.111954,12.582256,43349123
2011-11-29,18.092979,18.481974,18.083490,18.406073,12.786574,41844011
2011-11-30,18.557875,19.041746,18.519924,19.041746,13.228174,76779895
2011-12-01,19.003796,19.174574,18.870968,19.003796,13.201815,45119527
2011-12-02,19.098673,19.155598,18.851992,18.870968,13.109538,44988093
2011-12-05,19.089184,19.146111,18.719166,18.823528,13.076580,50895236
2011-12-06,19.060720,19.373814,18.927895,19.193548,13.333630,55653835
2011-12-07,19.089184,19.573055,19.070210,19.421251,13.491816,50414823
2011-12-08,19.278936,19.487665,19.089184,19.155598,13.307267,37986265
2011-12-09,19.259962,19.611006,19.203035,19.506641,13.551137,45843098
2011-12-12,19.335863,19.497154,19.193548,19.345350,13.439090,42414119
2011-12-13,19.516129,19.886148,19.459204,19.696396,13.682958,72990449
2011-12-14,19.592030,19.952562,19.544592,19.791271,13.748865,59911679
2011-12-15,19.876659,20.161289,19.838711,20.056927,13.933417,59754000
2011-12-16,20.237192,20.275143,19.952562,19.952562,13.860914,72646212
2011-12-19,20.047438,20.303604,19.962049,20.056927,13.933417,44838741
2011-12-20,20.218216,20.436434,20.047438,20.360531,14.144327,63744866
2011-12-21,20.436434,20.616697,20.294119,20.569260,14.289331,47315536
2011-12-22,20.540796,20.635674,20.455408,20.521822,14.256377,39297652
2011-12-23,20.645161,20.711575,20.483871,20.711575,14.388195,30881357
2011-12-27,20.635674,20.777988,20.607210,20.654650,14.348650,20215825
2011-12-28,20.645161,20.683111,20.351044,20.426945,14.190460,27433196
2011-12-29,20.426945,20.645161,20.426945,20.597723,14.309105,20738926
2011-12-30,20.388994,20.730551,20.379507,20.531309,14.262964,26018728
2012-01-03,20.740038,20.872866,20.721064,20.844402,14.480472,53124340
2012-01-04,20.796965,20.825426,20.635674,20.654650,14.348650,31912485
2012-01-05,20.607210,20.607210,20.294119,20.493359,14.236605,52764821
2012-01-06,20.607210,20.664137,20.455408,20.464895,14.216826,31613571
2012-01-09,20.455408,20.721064,20.407970,20.702087,14.381603,41786041
2012-01-10,20.815939,20.872866,20.683111,20.815939,14.460695,29227420
2012-01-11,20.768501,20.844402,20.645161,20.777988,14.434338,30317467
2012-01-12,20.825426,20.872866,20.759012,20.863379,14.493650,28835648
2012-01-13,20.815939,20.825426,20.588236,20.721064,14.394786,30636829
2012-01-17,20.863379,21.034157,20.768501,20.815939,14.460695,37463376
2012-01-18,20.825426,20.872866,20.645161,20.844402,14.480472,36335385
2012-01-19,20.777988,20.787476,20.483871,20.721064,14.394786,36785549
2012-01-20,20.768501,20.920303,20.616697,20.777988,14.434338,41954892
2012-01-23,20.815939,20.863379,20.521822,20.597723,14.309105,35547415
2012-01-24,20.502846,20.559772,20.417458,20.550285,14.276150,26784880
2012-01-25,20.407970,20.635674,20.370020,20.607210,14.315693,36653272
2012-01-26,20.654650,20.683111,20.388994,20.521822,14.256377,142995864
2012-01-27,20.493359,20.493359,20.351044,20.379507,14.157515,140047931
2012-01-30,20.294119,20.474382,20.189753,20.474382,14.223423,76210419
2012-01-31,20.616697,20.673624,20.132828,20.303604,14.104784,58525247
2012-02-01,20.161289,20.426945,20.113852,20.218216,14.191356,47106844
2012-02-02,20.142315,20.218216,19.734344,20.028463,14.058165,60616067
2012-02-03,20.104364,20.161289,19.971537,20.113852,14.118105,43372311
2012-02-06,20.047438,20.094877,19.800758,19.876659,13.951616,33828235
2012-02-07,19.800758,20.018974,19.734344,19.971537,14.018209,39394199
2012-02-08,19.924099,20.000000,19.781784,19.933586,13.991570,36091173
2012-02-09,19.971537,20.161289,19.924099,20.056927,14.078146,30503287
2012-02-10,19.924099,19.981026,19.829222,19.971537,14.018209,28363245
2012-02-13,20.132828,20.332067,20.047438,20.208729,14.184698,31138217
2012-02-14,20.208729,20.322580,20.085388,20.237192,14.204673,26627097
2012-02-15,20.227703,20.265656,19.971537,20.028463,14.058165,31215580
2012-02-16,20.085388,20.284630,19.981026,20.237192,14.204673,25492360
2012-02-17,20.379507,20.379507,20.028463,20.104364,14.111443,36507609
2012-02-21,20.170778,20.227703,20.037951,20.132828,14.131422,24555881
2012-02-22,20.075901,20.332067,20.018974,20.265656,14.224651,30213332
2012-02-23,20.180265,20.284630,19.943073,19.952562,14.004889,41009664
2012-02-24,20.056927,20.246679,19.971537,20.094877,14.104783,34679867
2012-02-27,19.696396,20.275143,19.686907,20.170778,14.158053,37747640
2012-02-28,20.037951,20.189753,19.952562,20.132828,14.131422,30038051
2012-02-29,20.094877,20.256166,19.981026,20.047438,14.071486,38202652
2012-03-01,19.990513,20.540796,19.971537,20.388994,14.311227,50123497
2012-03-02,20.313093,20.398481,20.227703,20.313093,14.257952,26050453
2012-03-05,20.265656,20.474382,20.265656,20.398481,14.317883,28109969
2012-03-06,20.313093,20.445921,20.104364,20.180265,14.164721,38474057
2012-03-07,20.256166,20.483871,20.161289,20.275143,14.231316,34605560
2012-03-08,20.407970,20.464895,20.322580,20.360531,14.291246,38896500
2012-03-09,20.360531,20.626186,20.341557,20.379507,14.304571,41506625
2012-03-12,20.370020,20.531309,20.322580,20.436434,14.344522,37946213
2012-03-13,20.531309,20.910816,20.512335,20.882353,14.657521,47106106
2012-03-14,20.853889,20.967743,20.768501,20.806452,14.604244,38693816
2012-03-15,20.825426,20.872866,20.692600,20.787476,14.590928,32575767
2012-03-16,20.815939,20.967743,20.759012,20.815939,14.610902,69272253
2012-03-19,20.730551,20.834915,20.702087,20.759012,14.570947,23501881
2012-03-20,20.645161,20.872866,20.645161,20.683111,14.517673,25468329
2012-03-21,20.711575,20.853889,20.645161,20.654650,14.497692,28106175
2012-03-22,20.616697,20.740038,20.588236,20.616697,14.471053,22238873
2012-03-23,20.664137,20.844402,20.597723,20.702087,14.530988,24517410
2012-03-26,20.825426,21.119545,20.825426,21.024668,14.757416,35138147
2012-03-27,21.148008,21.631880,21.119545,21.347248,14.983837,64566248
2012-03-28,21.404175,21.432638,21.072105,21.261860,14.923904,34751539
2012-03-29,21.119545,21.299810,21.043644,21.271347,14.930565,35155432
2012-03-30,21.299810,21.593927,21.271347,21.489565,15.083726,35830835
2012-04-02,21.385199,21.565466,21.337761,21.432638,15.043767,36631665
2012-04-03,21.394688,21.499050,21.204933,21.385199,15.010470,39670241
2012-04-04,21.271347,21.299810,21.110058,21.242884,14.910578,32006291
2012-04-05,21.129032,21.214420,21.081594,21.195446,14.877286,23249448
2012-04-09,20.939280,21.091082,20.882353,20.920303,14.684157,23731442
2012-04-10,20.901327,21.404175,20.825426,20.863379,14.644200,50714580
2012-04-11,20.939280,21.024668,20.796965,20.825426,14.617559,39614379
2012-04-12,20.920303,20.920303,20.740038,20.796965,14.597586,42644840
2012-04-13,20.702087,20.872866,20.692600,20.730551,14.550968,38924220
2012-04-16,20.721064,20.929790,20.654650,20.853889,14.637542,40057481
2012-04-17,20.901327,21.204933,20.844402,21.166983,14.857304,30670978
2012-04-18,21.081594,21.442125,21.024668,21.299810,14.950535,33252224
2012-04-19,21.375711,21.423149,21.062618,21.195446,14.877286,33149459
2012-04-20,21.166983,21.565466,21.138519,21.404175,15.023794,39868182
2012-04-23,21.223909,21.375711,21.176472,21.233397,14.903922,25905107
2012-04-24,21.242884,21.631880,21.204933,21.470589,15.070408,37466116
2012-04-25,21.603416,21.802656,21.574953,21.707781,15.236898,32351160
2012-04-26,21.698292,21.925997,21.650854,21.878557,15.356761,116828100
2012-04-27,21.954458,22.106262,21.802656,21.897533,15.370082,94141699
2012-04-30,21.840607,21.916510,21.631880,21.726755,15.250215,78951767
2012-05-01,21.470589,21.812143,21.394688,21.612904,15.170301,45485686
2012-05-02,21.527514,21.802656,21.423149,21.499050,15.090387,34983209
2012-05-03,21.508539,21.537003,21.356735,21.442125,15.050428,26455716
2012-05-04,21.366224,21.432638,21.138519,21.233397,14.903922,37495418
2012-05-07,21.100569,21.413662,21.100569,21.299810,14.950535,36663390
2012-05-08,21.214420,21.366224,21.129032,21.271347,14.930565,32590629
2012-05-09,20.939280,21.622391,20.825426,21.299810,15.098694,78414649
2012-05-10,21.537003,21.812143,21.461102,21.660341,15.354261,56212560
2012-05-11,21.574953,21.793169,21.470589,21.489565,15.233207,35545623
2012-05-14,21.309298,21.603416,21.271347,21.432638,15.192854,32691707
2012-05-15,21.404175,21.442125,21.110058,21.157495,14.997814,39914453
2012-05-16,21.176472,21.518026,21.157495,21.480076,15.226473,41604226
2012-05-17,21.461102,21.631880,21.375711,21.404175,15.172677,40474865
2012-05-18,21.451612,21.480076,21.195446,21.413662,15.179405,44075434
2012-05-21,21.394688,21.470589,21.318787,21.385199,15.159221,38857607
2012-05-22,21.328274,21.518026,21.081594,21.223909,15.044893,37214527
2012-05-23,21.233397,21.271347,20.787476,20.958254,14.856582,54873348
2012-05-24,21.015181,21.034157,20.796965,21.005693,14.890208,27578121
2012-05-25,21.015181,21.185959,20.834915,20.996204,14.883478,20463621
2012-05-29,21.043644,21.271347,20.996204,21.043644,14.917112,32403333
2012-05-30,20.939280,21.081594,20.882353,20.910816,14.822949,22703898
2012-05-31,20.958254,21.081594,20.730551,20.749525,14.708618,57866813
2012-06-01,20.645161,20.683111,20.341557,20.531309,14.553930,45910764
2012-06-04,20.436434,20.559772,20.351044,20.502846,14.533758,29011877
2012-06-05,20.502846,20.531309,20.303604,20.493359,14.527032,32490393
2012-06-06,20.607210,20.806452,20.445921,20.787476,14.735521,36665393
2012-06-07,20.834915,21.015181,20.777988,20.815939,14.755696,29304151
2012-06-08,20.825426,21.043644,20.683111,21.005693,14.890208,22237714
2012-06-11,21.110058,21.233397,20.958254,20.967743,14.863303,23909041
2012-06-12,21.024668,21.072105,20.806452,21.053131,14.923837,25961917
2012-06-13,21.034157,21.328274,20.958254,21.053131,14.923837,25022592
2012-06-14,21.015181,21.574953,21.015181,21.404175,15.172677,32476059
2012-06-15,21.650854,21.688805,21.394688,21.451612,15.206303,41413030
2012-06-18,21.413662,21.555977,21.375711,21.461102,15.213027,24333909
2012-06-19,21.555977,21.650854,21.480076,21.546490,15.273557,23620140
2012-06-20,21.593927,21.622391,21.375711,21.508539,15.246659,23002496
2012-06-21,21.593927,21.764706,21.413662,21.442125,15.199579,26788359
2012-06-22,21.499050,21.679317,21.451612,21.565466,15.287008,27101713
2012-06-25,20.920303,21.404175,20.920303,21.318787,15.112144,28721289
2012-06-26,21.375711,21.451612,21.261860,21.290323,15.091974,24938589
2012-06-27,21.290323,21.546490,21.290323,21.451612,15.206303,21930683
2012-06-28,21.470589,21.537003,21.119545,21.375711,15.152499,24259496
2012-06-29,21.660341,21.821632,21.546490,21.821632,15.468600,34342693
2012-07-02,21.679317,21.907021,21.679317,21.821632,15.468600,24433617
2012-07-03,21.764706,21.821632,21.593927,21.698292,15.381164,16463691
2012-07-05,21.641365,21.717268,21.413662,21.508539,15.246659,25885186
2012-07-06,21.413662,21.442125,21.223909,21.385199,15.159221,20008925
2012-07-09,21.394688,21.518026,21.299810,21.489565,15.233207,23817660
2012-07-10,21.555977,21.603416,21.242884,21.290323,15.091974,26049505
2012-07-11,21.242884,21.252373,20.872866,21.195446,15.024716,27403473
2012-07-12,21.166983,21.612904,21.015181,21.508539,15.246659,45564842
2012-07-13,21.546490,21.726755,21.537003,21.641365,15.340808,29677267
2012-07-16,21.555977,21.992411,21.546490,21.944971,15.556032,30868814
